usuario,genero,minutos_reproducidos
u12838,Accion,362
u12839,Animacion,100
u12840,Terror,330
u12841,Documental,260
u12842,Documental,19
u12843,Drama,393
u12844,Comedia,213
u12845,Drama,236
u12846,Drama,283
u12847,Animacion,274
u12848,Romance,271
u12849,Terror,360
u12850,Terror,353
u12851,CienciaFiccion,26
u12852,Romance,214
u12853,Comedia,276
u12854,Romance,407
u12855,Terror,320
u12856,Drama,392
u12857,Accion,470
u12858,Documental,337
u12859,Documental,12
u12860,Documental,435
u12861,Accion,208
u12862,Romance,118
u12863,Documental,281
u12864,Documental,492
u12865,Animacion,441
u12866,CienciaFiccion,466
u12867,Animacion,76
u12868,Terror,45
u12869,CienciaFiccion,172
u12870,Comedia,250
u12871,Terror,49
u12872,Documental,13
u12873,Terror,296
u12874,Documental,193
u12875,Drama,39
u12876,Romance,103
u12877,Terror,438
u12878,Drama,404
u12879,CienciaFiccion,122
u12880,CienciaFiccion,220
u12881,Drama,156
u12882,Drama,43
u12883,Terror,263
u12884,Accion,367
u12885,Documental,44
u12886,Comedia,465
u12887,CienciaFiccion,260
u12888,Terror,167
u12889,Drama,407
u12890,Terror,384
u12891,Accion,218
u12892,Accion,5
u12893,Animacion,206
u12894,Documental,116
u12895,Terror,198
u12896,Animacion,293
u12897,Comedia,313
u12898,Animacion,294
u12899,Accion,2
u12900,Documental,350
u12901,CienciaFiccion,381
u12902,Animacion,322
u12903,Comedia,212
u12904,Comedia,139
u12905,Documental,297
u12906,CienciaFiccion,37
u12907,Comedia,269
u12908,Comedia,142
u12909,Drama,363
u12910,Animacion,446
u12911,Animacion,273
u12912,Animacion,156
u12913,CienciaFiccion,130
u12914,Drama,304
u12915,Accion,382
u12916,Drama,315
u12917,Terror,174
u12918,Accion,493
u12919,Terror,200
u12920,Animacion,140
u12921,Terror,289
u12922,Drama,393
u12923,Animacion,367
u12924,Terror,8
u12925,Documental,40
u12926,Comedia,26
u12927,Documental,345
u12928,Animacion,82
u12929,Comedia,182
u12930,CienciaFiccion,415
u12931,Comedia,62
u12932,Comedia,274
u12933,Animacion,121
u12934,Documental,111
u12935,Romance,51
u12936,Comedia,10
u12937,Comedia,22
u12938,Drama,83
u12939,Drama,378
u12940,CienciaFiccion,219
u12941,Romance,75
u12942,Romance,464
u12943,Animacion,287
u12944,Romance,149
u12945,Accion,140
u12946,CienciaFiccion,35
u12947,Romance,449
u12948,Accion,314
u12949,Animacion,96
u12950,Accion,451
u12951,Terror,490
u12952,Comedia,100
u12953,Documental,137
u12954,Drama,416
u12955,CienciaFiccion,177
u12956,Drama,489
u12957,Drama,2
u12958,CienciaFiccion,302
u12959,Animacion,322
u12960,Documental,443
u12961,Drama,95
u12962,CienciaFiccion,89
u12963,Drama,2
u12964,Accion,397
u12965,Drama,223
u12966,Drama,384
u12967,Romance,281
u12968,Comedia,151
u12969,Accion,78
u12970,Documental,380
u12971,Animacion,494
u12972,Romance,280
u12973,Documental,329
u12974,CienciaFiccion,84
u12975,Accion,188
u12976,Romance,76
u12977,Drama,107
u12978,Comedia,473
u12979,Romance,328
u12980,CienciaFiccion,476
u12981,Terror,177
u12982,Accion,406
u12983,Drama,448
u12984,Documental,232
u12985,Comedia,284
u12986,Accion,303
u12987,Accion,30
u12988,Documental,42
u12989,CienciaFiccion,455
u12990,Animacion,448
u12991,Documental,150
u12992,Animacion,494
u12993,Drama,266
u12994,Documental,90
u12995,Terror,124
u12996,CienciaFiccion,58
u12997,CienciaFiccion,155
u12998,Documental,222
u12999,Drama,165
u13000,Comedia,416
u13001,Romance,375
u13002,Romance,317
u13003,CienciaFiccion,434
u13004,Animacion,181
u13005,CienciaFiccion,249
u13006,Comedia,67
u13007,Terror,186
u13008,Accion,457
u13009,CienciaFiccion,200
u13010,Terror,496
u13011,CienciaFiccion,232
u13012,Accion,153
u13013,Romance,12
u13014,CienciaFiccion,5
u13015,Romance,310
u13016,Romance,197
u13017,Drama,39
u13018,Animacion,12
u13019,Comedia,371
u13020,CienciaFiccion,211
u13021,Documental,475
u13022,Terror,28
u13023,CienciaFiccion,175
u13024,Documental,444
u13025,Drama,475
u13026,CienciaFiccion,149
u13027,Terror,373
u13028,Romance,401
u13029,Drama,309
u13030,Comedia,477
u13031,Terror,453
u13032,Drama,383
u13033,Documental,84
u13034,Terror,24
u13035,CienciaFiccion,67
u13036,Terror,84
u13037,Romance,413
u13038,Animacion,225
u13039,Animacion,137
u13040,Documental,259
u13041,Comedia,23
u13042,Terror,129
u13043,Terror,491
u13044,CienciaFiccion,23
u13045,Accion,69
u13046,CienciaFiccion,230
u13047,Documental,472
u13048,CienciaFiccion,204
u13049,Romance,65
u13050,CienciaFiccion,345
u13051,Terror,76
u13052,Romance,181
u13053,CienciaFiccion,197
u13054,Animacion,49
u13055,Documental,482
u13056,Animacion,441
u13057,Documental,196
u13058,Drama,303
u13059,Documental,172
u13060,Drama,170
u13061,Drama,38
u13062,Comedia,169
u13063,CienciaFiccion,159
u13064,Accion,457
u13065,Terror,223
u13066,Documental,310
u13067,CienciaFiccion,395
u13068,CienciaFiccion,366
u13069,Drama,295
u13070,Documental,50
u13071,Romance,427
u13072,Romance,385
u13073,Drama,128
u13074,Terror,357
u13075,Terror,417
u13076,Romance,484
u13077,Drama,89
u13078,Comedia,156
u13079,Romance,474
u13080,Comedia,216
u13081,Drama,152
u13082,Animacion,264
u13083,Accion,284
u13084,CienciaFiccion,38
u13085,Romance,286
u13086,CienciaFiccion,347
u13087,Terror,282
u13088,Documental,181
u13089,Drama,265
u13090,Romance,166
u13091,Accion,109
u13092,Comedia,395
u13093,CienciaFiccion,401
u13094,CienciaFiccion,237
u13095,Drama,216
u13096,Romance,231
u13097,Animacion,278
u13098,Drama,169
u13099,Comedia,313
u13100,Animacion,186
u13101,Terror,289
u13102,Comedia,179
u13103,Romance,112
u13104,Terror,404
u13105,Drama,284
u13106,CienciaFiccion,475
u13107,Drama,486
u13108,Terror,398
u13109,Animacion,165
u13110,Romance,325
u13111,Accion,332
u13112,Drama,2
u13113,Animacion,36
u13114,Romance,58
u13115,Romance,37
u13116,Romance,104
u13117,Animacion,228
u13118,Comedia,65
u13119,Drama,410
u13120,CienciaFiccion,177
u13121,Documental,456
u13122,Documental,405
u13123,Animacion,156
u13124,Terror,245
u13125,Accion,47
u13126,Documental,468
u13127,Romance,98
u13128,Animacion,378
u13129,Comedia,68
u13130,Terror,66
u13131,Drama,473
u13132,Terror,139
u13133,Romance,352
u13134,Comedia,175
u13135,Romance,95
u13136,Comedia,100
u13137,Accion,477
u13138,Accion,245
u13139,CienciaFiccion,301
u13140,Documental,341
u13141,Accion,37
u13142,Animacion,316
u13143,Romance,418
u13144,Drama,120
u13145,Animacion,287
u13146,Terror,200
u13147,Comedia,442
u13148,Terror,95
u13149,Comedia,328
u13150,Comedia,260
u13151,Animacion,439
u13152,Documental,436
u13153,Terror,355
u13154,Documental,461
u13155,CienciaFiccion,169
u13156,Romance,6
u13157,Romance,18
u13158,CienciaFiccion,494
u13159,Terror,82
u13160,Animacion,333
u13161,Drama,241
u13162,Comedia,7
u13163,Documental,195
u13164,Comedia,360
u13165,Animacion,456
u13166,Drama,79
u13167,Terror,386
u13168,Documental,325
u13169,Terror,127
u13170,Comedia,67
u13171,CienciaFiccion,490
u13172,Terror,101
u13173,Drama,292
u13174,Animacion,49
u13175,Accion,172
u13176,Comedia,413
u13177,Drama,326
u13178,Terror,208
u13179,Documental,467
u13180,Drama,387
u13181,Comedia,242
u13182,Accion,83
u13183,Drama,18
u13184,Documental,464
u13185,Accion,475
u13186,Comedia,485
u13187,Romance,90
u13188,Romance,453
u13189,CienciaFiccion,381
u13190,Drama,11
u13191,Drama,255
u13192,CienciaFiccion,291
u13193,Drama,298
u13194,Comedia,320
u13195,Comedia,400
u13196,Terror,277
u13197,Drama,322
u13198,Accion,179
u13199,Romance,410
u13200,Animacion,76
u13201,Terror,148
u13202,Drama,9
u13203,CienciaFiccion,264
u13204,Drama,13
u13205,Drama,278
u13206,CienciaFiccion,37
u13207,Comedia,274
u13208,Animacion,77
u13209,Animacion,17
u13210,Documental,114
u13211,Animacion,236
u13212,Terror,328
u13213,Documental,101
u13214,Documental,454
u13215,Documental,46
u13216,Animacion,295
u13217,Documental,136
u13218,Romance,337
u13219,Accion,85
u13220,Accion,198
u13221,Drama,192
u13222,Documental,80
u13223,Drama,176
u13224,CienciaFiccion,497
u13225,Accion,318
u13226,CienciaFiccion,3
u13227,Drama,46
u13228,Romance,57
u13229,Comedia,299
u13230,Drama,382
u13231,Animacion,80
u13232,Romance,207
u13233,Accion,248
u13234,Documental,429
u13235,Comedia,64
u13236,Accion,479
u13237,Accion,260
u13238,Romance,404
u13239,Terror,115
u13240,Comedia,381
u13241,Documental,290
u13242,Comedia,365
u13243,Terror,96
u13244,Accion,279
u13245,Documental,82
u13246,Drama,400
u13247,CienciaFiccion,144
u13248,Accion,454
u13249,Documental,398
u13250,Comedia,177
u13251,Comedia,442
u13252,Animacion,81
u13253,Drama,260
u13254,Accion,451
u13255,Comedia,160
u13256,Animacion,338
u13257,Documental,369
u13258,Romance,277
u13259,Terror,482
u13260,CienciaFiccion,372
u13261,Terror,383
u13262,Romance,286
u13263,Animacion,40
u13264,Comedia,443
u13265,Terror,173
u13266,Terror,23
u13267,Accion,163
u13268,Romance,173
u13269,Comedia,412
u13270,CienciaFiccion,383
u13271,Romance,274
u13272,Drama,317
u13273,Accion,42
u13274,Romance,163
u13275,Terror,177
u13276,Romance,331
u13277,CienciaFiccion,274
u13278,Terror,482
u13279,Terror,290
u13280,Comedia,485
u13281,Romance,411
u13282,Comedia,108
u13283,CienciaFiccion,233
u13284,Accion,270
u13285,Comedia,436
u13286,Drama,29
u13287,Documental,422
u13288,Animacion,221
u13289,Terror,4
u13290,Documental,14
u13291,Documental,262
u13292,CienciaFiccion,112
u13293,Accion,80
u13294,Animacion,250
u13295,Animacion,140
u13296,CienciaFiccion,362
u13297,Accion,99
u13298,Animacion,427
u13299,CienciaFiccion,21
u13300,Terror,40
u13301,Animacion,446
u13302,CienciaFiccion,198
u13303,Terror,35
u13304,CienciaFiccion,220
u13305,Documental,416
u13306,Terror,84
u13307,Accion,487
u13308,Romance,337
u13309,Comedia,483
u13310,Accion,149
u13311,Comedia,310
u13312,Drama,125
u13313,Accion,296
u13314,Drama,76
u13315,CienciaFiccion,436
u13316,Terror,242
u13317,CienciaFiccion,74
u13318,Terror,338
u13319,Drama,469
u13320,Accion,478
u13321,Romance,473
u13322,Animacion,295
u13323,Accion,478
u13324,Animacion,53
u13325,Terror,470
u13326,CienciaFiccion,293
u13327,Documental,125
u13328,Documental,239
u13329,Comedia,310
u13330,CienciaFiccion,47
u13331,Animacion,263
u13332,Documental,142
u13333,Terror,37
u13334,Accion,365
u13335,CienciaFiccion,278
u13336,Drama,346
u13337,Documental,64
u13338,Comedia,463
u13339,Terror,496
u13340,Comedia,99
u13341,Romance,453
u13342,Accion,97
u13343,Terror,158
u13344,Documental,268
u13345,CienciaFiccion,86
u13346,Terror,347
u13347,Romance,390
u13348,Animacion,386
u13349,Documental,396
u13350,CienciaFiccion,112
u13351,CienciaFiccion,213
u13352,CienciaFiccion,478
u13353,Drama,389
u13354,Accion,472
u13355,Romance,118
u13356,Comedia,371
u13357,Documental,69
u13358,Comedia,8
u13359,Drama,347
u13360,Documental,233
u13361,Comedia,351
u13362,Comedia,39
u13363,Documental,180
u13364,Comedia,95
u13365,Drama,196
u13366,Animacion,437
u13367,Accion,365
u13368,Animacion,182
u13369,Comedia,340
u13370,Terror,98
u13371,Romance,389
u13372,Comedia,185
u13373,Terror,178
u13374,Drama,84
u13375,Terror,175
u13376,CienciaFiccion,58
u13377,Animacion,459
u13378,Comedia,143
u13379,Animacion,131
u13380,Drama,44
u13381,Comedia,403
u13382,Comedia,253
u13383,Terror,64
u13384,CienciaFiccion,123
u13385,Comedia,351
u13386,Comedia,331
u13387,Comedia,185
u13388,Terror,373
u13389,Accion,20
u13390,CienciaFiccion,299
u13391,CienciaFiccion,15
u13392,Accion,255
u13393,Comedia,436
u13394,Animacion,289
u13395,Comedia,355
u13396,Terror,500
u13397,Animacion,437
u13398,Accion,256
u13399,Animacion,428
u13400,Terror,189
u13401,Drama,75
u13402,Documental,333
u13403,CienciaFiccion,241
u13404,Romance,259
u13405,Terror,165
u13406,Comedia,328
u13407,Animacion,378
u13408,Romance,197
u13409,Accion,106
u13410,Romance,430
u13411,Animacion,188
u13412,Accion,293
u13413,Documental,7
u13414,Animacion,308
u13415,Accion,163
u13416,Accion,156
u13417,Documental,80
u13418,Animacion,264
u13419,Terror,353
u13420,Documental,97
u13421,Romance,237
u13422,Terror,128
u13423,Terror,385
u13424,Terror,372
u13425,Accion,390
u13426,Drama,164
u13427,Accion,453
u13428,Romance,162
u13429,CienciaFiccion,204
u13430,Documental,326
u13431,Animacion,358
u13432,Romance,141
u13433,Documental,140
u13434,Romance,484
u13435,CienciaFiccion,431
u13436,Terror,319
u13437,Romance,112
u13438,Accion,396
u13439,CienciaFiccion,453
u13440,CienciaFiccion,330
u13441,Drama,397
u13442,Comedia,223
u13443,Documental,343
u13444,Documental,170
u13445,CienciaFiccion,467
u13446,Animacion,105
u13447,Animacion,481
u13448,Drama,444
u13449,Comedia,58
u13450,Accion,174
u13451,Comedia,140
u13452,CienciaFiccion,274
u13453,Terror,245
u13454,Terror,95
u13455,Documental,358
u13456,Documental,386
u13457,Animacion,61
u13458,Documental,350
u13459,Comedia,317
u13460,Romance,426
u13461,Animacion,157
u13462,Accion,130
u13463,Animacion,179
u13464,Accion,88
u13465,Romance,441
u13466,Drama,252
u13467,CienciaFiccion,463
u13468,Accion,43
u13469,Documental,470
u13470,Terror,30
u13471,Drama,349
u13472,Animacion,45
u13473,Romance,83
u13474,Drama,451
u13475,Romance,206
u13476,Documental,440
u13477,Terror,318
u13478,Comedia,460
u13479,Terror,462
u13480,Animacion,322
u13481,Romance,241
u13482,CienciaFiccion,396
u13483,Terror,411
u13484,Comedia,128
u13485,Documental,407
u13486,Drama,177
u13487,Accion,429
u13488,Documental,207
u13489,Animacion,387
u13490,Drama,289
u13491,Romance,425
u13492,Drama,437
u13493,Animacion,171
u13494,CienciaFiccion,37
u13495,Romance,409
u13496,CienciaFiccion,324
u13497,Animacion,227
u13498,Romance,8
u13499,Animacion,478
u13500,Accion,133
u13501,Animacion,476
u13502,CienciaFiccion,304
u13503,Romance,118
u13504,Romance,243
u13505,Terror,317
u13506,Animacion,256
u13507,Terror,282
u13508,Romance,70
u13509,Documental,341
u13510,Comedia,37
u13511,Romance,304
u13512,Documental,395
u13513,Documental,420
u13514,Accion,388
u13515,Documental,481
u13516,Comedia,294
u13517,CienciaFiccion,210
u13518,Terror,245
u13519,Animacion,275
u13520,CienciaFiccion,232
u13521,Accion,460
u13522,Documental,161
u13523,Accion,341
u13524,Drama,454
u13525,Terror,11
u13526,Comedia,141
u13527,Comedia,191
u13528,Romance,344
u13529,Terror,277
u13530,Documental,414
u13531,Documental,150
u13532,Accion,213
u13533,Comedia,5
u13534,Documental,292
u13535,Terror,197
u13536,Romance,403
u13537,CienciaFiccion,226
u13538,Terror,377
u13539,Comedia,479
u13540,Accion,24
u13541,Terror,377
u13542,Animacion,417
u13543,Terror,74
u13544,Documental,1
u13545,Comedia,137
u13546,Romance,211
u13547,Animacion,171
u13548,CienciaFiccion,145
u13549,Comedia,356
u13550,Drama,194
u13551,Documental,33
u13552,Drama,274
u13553,CienciaFiccion,440
u13554,Documental,368
u13555,Documental,122
u13556,Accion,90
u13557,Terror,14
u13558,Animacion,453
u13559,Accion,228
u13560,Drama,448
u13561,Terror,94
u13562,Comedia,402
u13563,CienciaFiccion,223
u13564,Documental,349
u13565,Drama,295
u13566,CienciaFiccion,119
u13567,CienciaFiccion,367
u13568,Documental,37
u13569,CienciaFiccion,41
u13570,Animacion,91
u13571,Romance,336
u13572,Terror,128
u13573,Documental,460
u13574,Animacion,28
u13575,Drama,384
u13576,Accion,192
u13577,Documental,119
u13578,Romance,336
u13579,Romance,114
u13580,Documental,58
u13581,Terror,408
u13582,Terror,48
u13583,Romance,23
u13584,Documental,300
u13585,Romance,480
u13586,Documental,167
u13587,Romance,462
u13588,Accion,401
u13589,Drama,115
u13590,Animacion,22
u13591,Accion,444
u13592,Romance,385
u13593,CienciaFiccion,177
u13594,CienciaFiccion,253
u13595,Animacion,325
u13596,Romance,212
u13597,Comedia,277
u13598,Terror,218
u13599,Romance,459
u13600,CienciaFiccion,14
u13601,CienciaFiccion,78
u13602,Romance,381
u13603,Comedia,89
u13604,Accion,405
u13605,Comedia,134
u13606,Documental,73
u13607,Terror,316
u13608,Comedia,353
u13609,Documental,223
u13610,Animacion,216
u13611,CienciaFiccion,282
u13612,Comedia,93
u13613,Accion,201
u13614,Comedia,160
u13615,Terror,425
u13616,CienciaFiccion,121
u13617,Animacion,328
u13618,Accion,245
u13619,Documental,408
u13620,Accion,429
u13621,CienciaFiccion,382
u13622,Romance,158
u13623,Drama,128
u13624,Drama,120
u13625,Animacion,288
u13626,Accion,198
u13627,Romance,196
u13628,Accion,385
u13629,CienciaFiccion,359
u13630,Comedia,198
u13631,Documental,271
u13632,Terror,401
u13633,Animacion,154
u13634,CienciaFiccion,230
u13635,Drama,112
u13636,Terror,74
u13637,CienciaFiccion,17
u13638,Romance,181
u13639,CienciaFiccion,23
u13640,Terror,429
u13641,Terror,267
u13642,CienciaFiccion,435
u13643,CienciaFiccion,170
u13644,Drama,347
u13645,Documental,345
u13646,Documental,433
u13647,Animacion,447
u13648,Romance,412
u13649,Accion,121
u13650,Comedia,191
u13651,Comedia,201
u13652,Drama,51
u13653,Documental,127
u13654,Drama,239
u13655,CienciaFiccion,117
u13656,Romance,110
u13657,Animacion,50
u13658,Drama,437
u13659,CienciaFiccion,490
u13660,Documental,491
u13661,CienciaFiccion,45
u13662,Accion,220
u13663,Terror,209
u13664,Terror,291
u13665,Accion,268
u13666,CienciaFiccion,420
u13667,Terror,198
u13668,Comedia,334
u13669,Terror,360
u13670,CienciaFiccion,205
u13671,Romance,356
u13672,CienciaFiccion,35
u13673,Romance,420
u13674,Animacion,396
u13675,Accion,3
u13676,Comedia,235
u13677,Terror,135
u13678,Romance,290
u13679,Terror,34
u13680,Accion,8
u13681,Terror,377
u13682,CienciaFiccion,203
u13683,Terror,221
u13684,Terror,4
u13685,Accion,168
u13686,Documental,446
u13687,Drama,273
u13688,Drama,64
u13689,Terror,280
u13690,Animacion,35
u13691,Accion,109
u13692,Romance,281
u13693,Romance,346
u13694,CienciaFiccion,289
u13695,CienciaFiccion,178
u13696,Accion,457
u13697,Terror,393
u13698,Drama,268
u13699,Drama,185
u13700,Terror,491
u13701,CienciaFiccion,198
u13702,Documental,447
u13703,CienciaFiccion,34
u13704,Documental,420
u13705,Documental,440
u13706,Documental,348
u13707,Documental,71
u13708,CienciaFiccion,453
u13709,Animacion,184
u13710,Romance,154
u13711,Drama,331
u13712,Drama,366
u13713,Documental,326
u13714,Terror,217
u13715,Documental,471
u13716,Romance,165
u13717,Romance,66
u13718,Documental,14
u13719,Terror,146
u13720,Comedia,468
u13721,Romance,231
u13722,Documental,359
u13723,Animacion,234
u13724,Accion,343
u13725,Terror,319
u13726,Drama,493
u13727,Documental,59
u13728,Accion,466
u13729,Documental,188
u13730,Terror,359
u13731,CienciaFiccion,294
u13732,Terror,22
u13733,Romance,265
u13734,Comedia,70
u13735,Accion,384
u13736,Drama,148
u13737,Drama,312
u13738,Accion,251
u13739,Accion,106
u13740,Animacion,141
u13741,Romance,283
u13742,Documental,446
u13743,Romance,257
u13744,Terror,239
u13745,Accion,42
u13746,Romance,241
u13747,Accion,466
u13748,Animacion,180
u13749,Drama,488
u13750,Romance,450
u13751,Drama,208
u13752,Animacion,139
u13753,Accion,19
u13754,Comedia,474
u13755,Accion,374
u13756,Comedia,13
u13757,Animacion,165
u13758,Accion,434
u13759,Romance,449
u13760,CienciaFiccion,244
u13761,Drama,340
u13762,Accion,64
u13763,Drama,77
u13764,Comedia,85
u13765,Drama,344
u13766,CienciaFiccion,120
u13767,Drama,447
u13768,CienciaFiccion,155
u13769,Animacion,197
u13770,Comedia,383
u13771,Documental,462
u13772,Comedia,94
u13773,Comedia,327
u13774,Documental,336
u13775,Comedia,154
u13776,Comedia,38
u13777,Animacion,298
u13778,Comedia,71
u13779,Terror,325
u13780,Drama,498
u13781,Comedia,454
u13782,Terror,15
u13783,CienciaFiccion,291
u13784,Documental,298
u13785,Comedia,268
u13786,Accion,48
u13787,Romance,474
u13788,Animacion,61
u13789,Documental,262
u13790,Drama,52
u13791,Drama,41
u13792,Drama,299
u13793,Accion,433
u13794,Documental,380
u13795,Romance,220
u13796,Animacion,176
u13797,Accion,273
u13798,Terror,363
u13799,Documental,171
u13800,Animacion,119
u13801,Romance,92
u13802,Animacion,48
u13803,Drama,39
u13804,Comedia,426
u13805,Animacion,462
u13806,Comedia,279
u13807,Terror,499
u13808,Documental,77
u13809,Terror,34
u13810,Terror,101
u13811,CienciaFiccion,403
u13812,Terror,371
u13813,Romance,246
u13814,Terror,364
u13815,Drama,192
u13816,Documental,399
u13817,Documental,305
u13818,Animacion,124
u13819,Comedia,391
u13820,Terror,308
u13821,Animacion,320
u13822,Comedia,428
u13823,Animacion,312
u13824,Animacion,216
u13825,Documental,125
u13826,Documental,398
u13827,Documental,427
u13828,Documental,308
u13829,Animacion,388
u13830,Comedia,469
u13831,Drama,194
u13832,Animacion,114
u13833,Accion,204
u13834,CienciaFiccion,247
u13835,CienciaFiccion,48
u13836,Terror,57
u13837,CienciaFiccion,311
u13838,Accion,179
u13839,CienciaFiccion,336
u13840,Animacion,124
u13841,Drama,361
u13842,Comedia,128
u13843,Comedia,145
u13844,CienciaFiccion,215
u13845,Documental,130
u13846,Terror,110
u13847,CienciaFiccion,2
u13848,Romance,28
u13849,Animacion,497
u13850,Terror,156
u13851,Animacion,227
u13852,Accion,43
u13853,Comedia,112
u13854,Animacion,197
u13855,Drama,189
u13856,Animacion,92
u13857,Comedia,495
u13858,Drama,444
u13859,CienciaFiccion,57
u13860,Comedia,74
u13861,Drama,432
u13862,Terror,175
u13863,Comedia,112
u13864,Comedia,283
u13865,CienciaFiccion,466
u13866,CienciaFiccion,365
u13867,Romance,152
u13868,Animacion,466
u13869,Documental,394
u13870,Animacion,169
u13871,Romance,347
u13872,Animacion,449
u13873,Animacion,399
u13874,Comedia,500
u13875,Drama,152
u13876,Comedia,444
u13877,Terror,440
u13878,CienciaFiccion,287
u13879,Terror,164
u13880,Animacion,240
u13881,Drama,295
u13882,Drama,189
u13883,Drama,382
u13884,Drama,413
u13885,Documental,86
u13886,Terror,436
u13887,Accion,153
u13888,Documental,202
u13889,Romance,190
u13890,Accion,124
u13891,Documental,370
u13892,CienciaFiccion,485
u13893,Documental,345
u13894,Animacion,417
u13895,Documental,489
u13896,Animacion,258
u13897,Comedia,77
u13898,Terror,406
u13899,Drama,470
u13900,Animacion,361
u13901,CienciaFiccion,104
u13902,Comedia,81
u13903,CienciaFiccion,297
u13904,Documental,187
u13905,Drama,122
u13906,CienciaFiccion,294
u13907,Terror,462
u13908,Romance,119
u13909,Drama,14
u13910,Drama,197
u13911,Drama,100
u13912,CienciaFiccion,189
u13913,Comedia,166
u13914,Comedia,244
u13915,Comedia,316
u13916,Documental,247
u13917,Terror,30
u13918,CienciaFiccion,402
u13919,Accion,202
u13920,Romance,436
u13921,CienciaFiccion,154
u13922,Accion,214
u13923,CienciaFiccion,461
u13924,Accion,175
u13925,CienciaFiccion,68
u13926,Animacion,353
u13927,Terror,256
u13928,Accion,41
u13929,CienciaFiccion,390
u13930,Romance,365
u13931,Drama,21
u13932,Comedia,472
u13933,Romance,447
u13934,Romance,25
u13935,Drama,232
u13936,Terror,258
u13937,Accion,175
u13938,Documental,463
u13939,Drama,441
u13940,CienciaFiccion,374
u13941,Animacion,316
u13942,Romance,234
u13943,Comedia,167
u13944,Romance,295
u13945,Romance,105
u13946,Terror,170
u13947,Romance,75
u13948,Animacion,23
u13949,CienciaFiccion,94
u13950,Animacion,466
u13951,CienciaFiccion,307
u13952,Accion,348
u13953,Accion,295
u13954,CienciaFiccion,36
u13955,Comedia,326
u13956,Romance,165
u13957,Documental,248
u13958,Animacion,256
u13959,Documental,449
u13960,Comedia,225
u13961,CienciaFiccion,160
u13962,Accion,493
u13963,Animacion,419
u13964,Comedia,291
u13965,Animacion,263
u13966,Animacion,108
u13967,Animacion,44
u13968,Romance,165
u13969,Animacion,153
u13970,Documental,110
u13971,CienciaFiccion,412
u13972,Romance,257
u13973,Animacion,478
u13974,Romance,295
u13975,Animacion,112
u13976,Comedia,133
u13977,Animacion,301
u13978,Drama,365
u13979,Documental,304
u13980,Comedia,353
u13981,Terror,132
u13982,Drama,103
u13983,Comedia,69
u13984,Animacion,273
u13985,Accion,352
u13986,Drama,472
u13987,Terror,444
u13988,CienciaFiccion,397
u13989,Terror,131
u13990,Terror,362
u13991,Comedia,328
u13992,CienciaFiccion,56
u13993,Romance,289
u13994,Animacion,388
u13995,Terror,125
u13996,Animacion,220
u13997,CienciaFiccion,188
u13998,CienciaFiccion,132
u13999,Drama,288
u14000,Accion,315
u14001,Romance,288
u14002,Terror,491
u14003,Documental,454
u14004,Romance,176
u14005,Drama,425
u14006,Comedia,446
u14007,Animacion,48
u14008,Drama,407
u14009,Accion,174
u14010,Romance,428
u14011,Romance,475
u14012,Animacion,175
u14013,Accion,16
u14014,Terror,105
u14015,CienciaFiccion,201
u14016,Animacion,295
u14017,Comedia,179
u14018,Comedia,232
u14019,Animacion,164
u14020,Comedia,344
u14021,Accion,192
u14022,Terror,475
u14023,Comedia,322
u14024,Terror,190
u14025,Comedia,169
u14026,Animacion,17
u14027,Terror,298
u14028,Accion,298
u14029,Comedia,55
u14030,Romance,257
u14031,CienciaFiccion,256
u14032,Romance,264
u14033,CienciaFiccion,486
u14034,Comedia,46
u14035,Comedia,465
u14036,Romance,11
u14037,Comedia,47
u14038,Terror,357
u14039,Documental,443
u14040,Accion,156
u14041,CienciaFiccion,29
u14042,Terror,321
u14043,Terror,304
u14044,Comedia,478
u14045,Terror,238
u14046,Accion,169
u14047,Romance,270
u14048,Comedia,88
u14049,Romance,158
u14050,Documental,348
u14051,Documental,245
u14052,Drama,329
u14053,Terror,417
u14054,Documental,420
u14055,Documental,152
u14056,CienciaFiccion,36
u14057,Romance,7
u14058,Documental,399
u14059,CienciaFiccion,258
u14060,Animacion,59
u14061,CienciaFiccion,33
u14062,Animacion,467
u14063,Accion,389
u14064,Terror,358
u14065,Animacion,179
u14066,CienciaFiccion,85
u14067,Romance,66
u14068,Documental,21
u14069,Animacion,353
u14070,Animacion,426
u14071,Romance,427
u14072,Comedia,415
u14073,CienciaFiccion,79
u14074,Romance,403
u14075,Drama,158
u14076,Documental,454
u14077,Terror,378
u14078,Accion,253
u14079,Drama,329
u14080,Comedia,265
u14081,Accion,411
u14082,CienciaFiccion,360
u14083,Comedia,369
u14084,Documental,419
u14085,Accion,291
u14086,Accion,68
u14087,Animacion,294
u14088,CienciaFiccion,169
u14089,Animacion,496
u14090,Animacion,274
u14091,Animacion,291
u14092,Comedia,138
u14093,Drama,285
u14094,Animacion,101
u14095,Romance,227
u14096,Romance,69
u14097,Comedia,148
u14098,Animacion,383
u14099,Terror,11
u14100,Comedia,490
u14101,Drama,171
u14102,Animacion,263
u14103,Terror,402
u14104,Comedia,462
u14105,Comedia,425
u14106,Animacion,8
u14107,Accion,69
u14108,Romance,376
u14109,Animacion,366
u14110,CienciaFiccion,236
u14111,Drama,195
u14112,Drama,383
u14113,Romance,423
u14114,Romance,120
u14115,Romance,391
u14116,CienciaFiccion,234
