usuario,genero,minutos_reproducidos
u02584,Accion,484
u02585,Drama,125
u02586,Terror,284
u02587,Terror,484
u02588,CienciaFiccion,146
u02589,Drama,223
u02590,Terror,307
u02591,Drama,457
u02592,Documental,134
u02593,Terror,459
u02594,Accion,368
u02595,Comedia,171
u02596,Accion,6
u02597,Terror,358
u02598,Accion,201
u02599,Accion,394
u02600,Comedia,242
u02601,CienciaFiccion,448
u02602,Animacion,286
u02603,Romance,310
u02604,Drama,474
u02605,Animacion,147
u02606,Animacion,466
u02607,CienciaFiccion,188
u02608,Drama,443
u02609,Romance,498
u02610,Documental,296
u02611,Terror,264
u02612,Documental,301
u02613,Comedia,385
u02614,Documental,475
u02615,Terror,344
u02616,Accion,14
u02617,Terror,180
u02618,Accion,445
u02619,Accion,351
u02620,Documental,329
u02621,Animacion,270
u02622,CienciaFiccion,424
u02623,Accion,417
u02624,Drama,492
u02625,Accion,166
u02626,CienciaFiccion,212
u02627,Romance,239
u02628,Drama,107
u02629,Romance,294
u02630,Romance,107
u02631,Documental,384
u02632,Terror,99
u02633,Accion,29
u02634,Comedia,192
u02635,Terror,180
u02636,Terror,227
u02637,Comedia,500
u02638,Terror,320
u02639,Romance,193
u02640,Animacion,235
u02641,Documental,432
u02642,CienciaFiccion,360
u02643,CienciaFiccion,220
u02644,Documental,404
u02645,Romance,117
u02646,Accion,105
u02647,Comedia,142
u02648,Animacion,357
u02649,Documental,307
u02650,Terror,247
u02651,Drama,367
u02652,Romance,36
u02653,Comedia,132
u02654,Terror,469
u02655,Terror,14
u02656,Accion,426
u02657,Romance,268
u02658,Terror,404
u02659,Documental,482
u02660,Terror,199
u02661,Drama,204
u02662,CienciaFiccion,231
u02663,Terror,325
u02664,Animacion,130
u02665,Terror,386
u02666,Documental,380
u02667,Comedia,316
u02668,CienciaFiccion,499
u02669,Animacion,467
u02670,Documental,303
u02671,Romance,145
u02672,Terror,347
u02673,Romance,398
u02674,Drama,363
u02675,Comedia,183
u02676,Romance,199
u02677,Terror,452
u02678,CienciaFiccion,379
u02679,Drama,349
u02680,CienciaFiccion,474
u02681,Drama,357
u02682,Romance,8
u02683,Animacion,161
u02684,Drama,183
u02685,Animacion,32
u02686,Comedia,361
u02687,Romance,29
u02688,Documental,400
u02689,CienciaFiccion,51
u02690,Documental,298
u02691,Comedia,496
u02692,Drama,481
u02693,CienciaFiccion,379
u02694,Documental,310
u02695,Drama,227
u02696,Comedia,60
u02697,Accion,104
u02698,Romance,127
u02699,Comedia,189
u02700,Terror,56
u02701,Accion,261
u02702,Drama,380
u02703,Terror,334
u02704,Drama,231
u02705,Terror,342
u02706,Terror,106
u02707,Animacion,382
u02708,Animacion,279
u02709,Accion,216
u02710,Documental,265
u02711,Comedia,320
u02712,Romance,112
u02713,CienciaFiccion,179
u02714,Terror,243
u02715,Terror,229
u02716,Documental,292
u02717,Accion,142
u02718,Terror,486
u02719,Animacion,182
u02720,Drama,105
u02721,Romance,300
u02722,Romance,449
u02723,Documental,252
u02724,Drama,397
u02725,Drama,231
u02726,Accion,231
u02727,Documental,92
u02728,Animacion,124
u02729,Documental,278
u02730,Animacion,425
u02731,CienciaFiccion,345
u02732,Romance,335
u02733,Terror,220
u02734,Drama,492
u02735,CienciaFiccion,283
u02736,Animacion,122
u02737,Terror,367
u02738,Terror,282
u02739,Drama,209
u02740,Comedia,315
u02741,Documental,438
u02742,Comedia,240
u02743,Accion,444
u02744,Drama,372
u02745,Drama,280
u02746,Terror,420
u02747,Comedia,249
u02748,Animacion,15
u02749,CienciaFiccion,213
u02750,Romance,80
u02751,Terror,376
u02752,Animacion,218
u02753,Drama,156
u02754,Animacion,56
u02755,Drama,130
u02756,Drama,109
u02757,CienciaFiccion,461
u02758,CienciaFiccion,299
u02759,Documental,74
u02760,CienciaFiccion,148
u02761,Drama,46
u02762,Comedia,204
u02763,Romance,240
u02764,CienciaFiccion,65
u02765,Documental,73
u02766,Accion,261
u02767,Documental,116
u02768,Comedia,225
u02769,Animacion,268
u02770,Comedia,106
u02771,Terror,83
u02772,Romance,42
u02773,Documental,109
u02774,CienciaFiccion,255
u02775,Accion,431
u02776,Romance,105
u02777,Terror,368
u02778,Terror,346
u02779,Romance,126
u02780,Documental,79
u02781,Documental,281
u02782,Accion,272
u02783,Accion,268
u02784,Romance,472
u02785,Documental,254
u02786,Comedia,144
u02787,Comedia,138
u02788,Documental,31
u02789,Accion,481
u02790,Terror,489
u02791,Accion,176
u02792,CienciaFiccion,274
u02793,Drama,166
u02794,Comedia,320
u02795,Accion,114
u02796,Drama,427
u02797,Accion,498
u02798,Accion,148
u02799,Romance,140
u02800,CienciaFiccion,421
u02801,Drama,229
u02802,Drama,204
u02803,Drama,473
u02804,CienciaFiccion,241
u02805,Romance,447
u02806,Comedia,381
u02807,Romance,426
u02808,Drama,312
u02809,Animacion,460
u02810,Terror,462
u02811,Comedia,249
u02812,Accion,269
u02813,Comedia,24
u02814,Animacion,358
u02815,Drama,115
u02816,CienciaFiccion,281
u02817,Animacion,256
u02818,Documental,9
u02819,Romance,434
u02820,Comedia,424
u02821,Accion,106
u02822,Terror,218
u02823,Terror,139
u02824,Romance,90
u02825,Drama,207
u02826,Comedia,316
u02827,CienciaFiccion,211
u02828,Accion,314
u02829,Comedia,391
u02830,Romance,347
u02831,Romance,35
u02832,Comedia,235
u02833,CienciaFiccion,259
u02834,Romance,438
u02835,Animacion,278
u02836,Romance,221
u02837,Documental,181
u02838,Accion,190
u02839,Comedia,431
u02840,Drama,346
u02841,Animacion,164
u02842,CienciaFiccion,22
u02843,Documental,467
u02844,Animacion,213
u02845,Animacion,3
u02846,Documental,338
u02847,Drama,22
u02848,Accion,129
u02849,Romance,309
u02850,Accion,91
u02851,CienciaFiccion,222
u02852,Documental,358
u02853,Accion,467
u02854,Comedia,287
u02855,Comedia,480
u02856,Comedia,475
u02857,Terror,483
u02858,Comedia,94
u02859,Drama,398
u02860,Accion,109
u02861,Comedia,253
u02862,Comedia,173
u02863,Terror,1
u02864,Accion,212
u02865,Terror,275
u02866,Romance,225
u02867,Animacion,152
u02868,Accion,189
u02869,Romance,133
u02870,Animacion,415
u02871,Romance,209
u02872,Animacion,410
u02873,Drama,271
u02874,Animacion,61
u02875,Accion,29
u02876,Romance,371
u02877,Animacion,61
u02878,Accion,112
u02879,Animacion,195
u02880,Romance,375
u02881,CienciaFiccion,409
u02882,Romance,316
u02883,Drama,133
u02884,Romance,223
u02885,Documental,299
u02886,Comedia,469
u02887,Romance,294
u02888,CienciaFiccion,97
u02889,Animacion,266
u02890,Drama,139
u02891,Terror,385
u02892,Terror,67
u02893,Animacion,307
u02894,CienciaFiccion,264
u02895,Accion,1
u02896,Terror,80
u02897,Terror,447
u02898,Comedia,452
u02899,Romance,11
u02900,Animacion,230
u02901,CienciaFiccion,295
u02902,Drama,93
u02903,Animacion,223
u02904,Accion,2
u02905,Romance,250
u02906,CienciaFiccion,436
u02907,Drama,423
u02908,Documental,174
u02909,CienciaFiccion,407
u02910,Comedia,305
u02911,Documental,133
u02912,Comedia,40
u02913,Drama,33
u02914,Terror,420
u02915,Terror,426
u02916,Animacion,271
u02917,Drama,484
u02918,CienciaFiccion,260
u02919,CienciaFiccion,348
u02920,Comedia,385
u02921,Terror,263
u02922,CienciaFiccion,52
u02923,Animacion,165
u02924,Terror,273
u02925,Terror,395
u02926,Accion,454
u02927,Accion,279
u02928,Accion,261
u02929,Terror,486
u02930,CienciaFiccion,174
u02931,Documental,304
u02932,Romance,451
u02933,Animacion,144
u02934,Drama,330
u02935,Romance,381
u02936,Drama,302
u02937,CienciaFiccion,375
u02938,Drama,189
u02939,CienciaFiccion,403
u02940,Drama,458
u02941,Drama,87
u02942,Comedia,423
u02943,Terror,150
u02944,CienciaFiccion,170
u02945,Documental,95
u02946,Comedia,262
u02947,Comedia,195
u02948,Accion,352
u02949,Documental,115
u02950,CienciaFiccion,12
u02951,Drama,294
u02952,Drama,365
u02953,Comedia,497
u02954,Documental,248
u02955,CienciaFiccion,47
u02956,Documental,262
u02957,Romance,123
u02958,Animacion,24
u02959,Romance,492
u02960,Romance,98
u02961,Romance,87
u02962,Terror,484
u02963,Drama,238
u02964,Terror,193
u02965,Drama,162
u02966,Documental,389
u02967,Comedia,381
u02968,Comedia,402
u02969,Terror,472
u02970,Comedia,347
u02971,Romance,166
u02972,Documental,308
u02973,Comedia,122
u02974,Comedia,243
u02975,Romance,197
u02976,Comedia,402
u02977,Romance,318
u02978,Terror,219
u02979,Comedia,251
u02980,Drama,280
u02981,Terror,192
u02982,Comedia,246
u02983,Accion,147
u02984,Documental,48
u02985,CienciaFiccion,209
u02986,Animacion,465
u02987,Animacion,117
u02988,Documental,271
u02989,Terror,33
u02990,Comedia,238
u02991,Accion,176
u02992,Animacion,488
u02993,Animacion,426
u02994,Romance,167
u02995,Animacion,377
u02996,Accion,180
u02997,Documental,400
u02998,Documental,190
u02999,Comedia,180
u03000,Animacion,177
u03001,Drama,24
u03002,Romance,397
u03003,Accion,170
u03004,Accion,79
u03005,Animacion,464
u03006,Drama,208
u03007,Comedia,496
u03008,CienciaFiccion,144
u03009,CienciaFiccion,10
u03010,CienciaFiccion,148
u03011,Terror,355
u03012,Romance,443
u03013,Accion,135
u03014,Terror,75
u03015,Documental,377
u03016,Animacion,419
u03017,Animacion,58
u03018,Romance,98
u03019,Documental,165
u03020,Documental,376
u03021,Accion,325
u03022,Romance,263
u03023,Comedia,35
u03024,Romance,456
u03025,Accion,96
u03026,Terror,408
u03027,CienciaFiccion,446
u03028,Comedia,320
u03029,Drama,220
u03030,Animacion,301
u03031,CienciaFiccion,8
u03032,Accion,464
u03033,Romance,111
u03034,Terror,267
u03035,Drama,113
u03036,Terror,185
u03037,Animacion,494
u03038,Terror,68
u03039,Romance,147
u03040,Drama,259
u03041,CienciaFiccion,409
u03042,CienciaFiccion,265
u03043,Drama,307
u03044,Animacion,6
u03045,Accion,290
u03046,Documental,386
u03047,Accion,305
u03048,Terror,186
u03049,Drama,337
u03050,Accion,220
u03051,CienciaFiccion,438
u03052,Comedia,2
u03053,Romance,233
u03054,Animacion,399
u03055,Animacion,300
u03056,CienciaFiccion,388
u03057,Animacion,118
u03058,Drama,71
u03059,Romance,148
u03060,Terror,428
u03061,Terror,141
u03062,Documental,58
u03063,Terror,398
u03064,Romance,318
u03065,Animacion,416
u03066,Romance,171
u03067,Comedia,203
u03068,Accion,376
u03069,Accion,129
u03070,Comedia,139
u03071,Drama,500
u03072,Terror,185
u03073,Comedia,245
u03074,Animacion,269
u03075,Accion,401
u03076,Romance,285
u03077,CienciaFiccion,404
u03078,Accion,352
u03079,Comedia,473
u03080,Accion,55
u03081,Comedia,445
u03082,Romance,18
u03083,Animacion,218
u03084,Comedia,71
u03085,CienciaFiccion,355
u03086,Documental,381
u03087,Terror,288
u03088,Comedia,33
u03089,Animacion,192
u03090,Comedia,288
u03091,Documental,126
u03092,Documental,158
u03093,Romance,140
u03094,CienciaFiccion,337
u03095,Terror,88
u03096,Documental,155
u03097,Terror,483
u03098,CienciaFiccion,257
u03099,Drama,116
u03100,Documental,210
u03101,Animacion,377
u03102,Drama,186
u03103,Animacion,230
u03104,CienciaFiccion,306
u03105,Comedia,346
u03106,Terror,9
u03107,CienciaFiccion,52
u03108,Documental,317
u03109,Terror,44
u03110,Drama,63
u03111,CienciaFiccion,249
u03112,Terror,96
u03113,CienciaFiccion,167
u03114,Animacion,488
u03115,Documental,386
u03116,Terror,487
u03117,Drama,156
u03118,Romance,233
u03119,Comedia,98
u03120,Drama,130
u03121,Terror,24
u03122,Documental,444
u03123,Drama,479
u03124,Accion,198
u03125,Accion,371
u03126,Terror,109
u03127,Terror,176
u03128,Drama,225
u03129,Documental,68
u03130,Accion,282
u03131,Comedia,477
u03132,Drama,301
u03133,Animacion,190
u03134,Documental,271
u03135,Accion,294
u03136,Accion,254
u03137,Comedia,138
u03138,Accion,204
u03139,Comedia,365
u03140,Comedia,354
u03141,Terror,220
u03142,Comedia,359
u03143,Terror,405
u03144,Documental,460
u03145,Documental,103
u03146,CienciaFiccion,354
u03147,Accion,134
u03148,Animacion,11
u03149,CienciaFiccion,426
u03150,Accion,127
u03151,Animacion,406
u03152,Accion,36
u03153,Terror,44
u03154,Terror,151
u03155,Comedia,319
u03156,Drama,224
u03157,Accion,46
u03158,Documental,499
u03159,Documental,52
u03160,Animacion,345
u03161,Terror,260
u03162,Animacion,344
u03163,CienciaFiccion,490
u03164,Accion,431
u03165,Comedia,471
u03166,Romance,257
u03167,Accion,245
u03168,Documental,324
u03169,Accion,329
u03170,Romance,146
u03171,Accion,144
u03172,Romance,378
u03173,Comedia,149
u03174,Drama,433
u03175,Terror,348
u03176,Drama,112
u03177,Terror,466
u03178,Accion,74
u03179,Terror,352
u03180,Documental,45
u03181,CienciaFiccion,57
u03182,Terror,96
u03183,Documental,134
u03184,Documental,333
u03185,Animacion,97
u03186,CienciaFiccion,318
u03187,Documental,38
u03188,Animacion,452
u03189,Animacion,88
u03190,Romance,376
u03191,Accion,80
u03192,Terror,415
u03193,Animacion,252
u03194,Romance,229
u03195,Comedia,244
u03196,Comedia,475
u03197,Romance,137
u03198,Drama,458
u03199,Drama,42
u03200,Drama,13
u03201,Drama,123
u03202,Accion,436
u03203,CienciaFiccion,230
u03204,Documental,58
u03205,Animacion,486
u03206,Animacion,235
u03207,Terror,432
u03208,Animacion,160
u03209,Romance,419
u03210,Documental,251
u03211,Terror,63
u03212,CienciaFiccion,499
u03213,Drama,119
u03214,Romance,288
u03215,Accion,168
u03216,Animacion,474
u03217,Documental,89
u03218,Animacion,5
u03219,Animacion,98
u03220,Animacion,471
u03221,Animacion,345
u03222,Romance,107
u03223,CienciaFiccion,45
u03224,Terror,404
u03225,Animacion,458
u03226,Comedia,253
u03227,Drama,195
u03228,Drama,151
u03229,Terror,127
u03230,Romance,454
u03231,Comedia,470
u03232,Drama,145
u03233,Comedia,195
u03234,Documental,384
u03235,Documental,312
u03236,Romance,265
u03237,Accion,147
u03238,Comedia,127
u03239,CienciaFiccion,453
u03240,Romance,45
u03241,Drama,77
u03242,CienciaFiccion,456
u03243,Accion,460
u03244,Documental,264
u03245,Comedia,485
u03246,Drama,495
u03247,Drama,373
u03248,Accion,254
u03249,Terror,353
u03250,Comedia,393
u03251,CienciaFiccion,460
u03252,Terror,219
u03253,CienciaFiccion,212
u03254,Comedia,217
u03255,Terror,169
u03256,Romance,325
u03257,Accion,312
u03258,Romance,8
u03259,Drama,29
u03260,Terror,460
u03261,Animacion,268
u03262,Documental,384
u03263,Romance,390
u03264,Accion,376
u03265,Documental,487
u03266,Drama,447
u03267,Romance,387
u03268,Accion,245
u03269,CienciaFiccion,475
u03270,Documental,248
u03271,Romance,382
u03272,Terror,473
u03273,Documental,415
u03274,Documental,89
u03275,Documental,409
u03276,Drama,150
u03277,Terror,232
u03278,Animacion,98
u03279,Animacion,391
u03280,Animacion,387
u03281,Terror,437
u03282,Romance,151
u03283,Terror,458
u03284,Documental,353
u03285,Comedia,52
u03286,Drama,232
u03287,Documental,487
u03288,Romance,363
u03289,CienciaFiccion,327
u03290,Comedia,491
u03291,Documental,348
u03292,Animacion,308
u03293,Drama,461
u03294,Animacion,338
u03295,Comedia,268
u03296,Accion,473
u03297,Drama,461
u03298,Accion,417
u03299,Drama,371
u03300,CienciaFiccion,373
u03301,Documental,425
u03302,Drama,204
u03303,Comedia,347
u03304,Accion,430
u03305,Accion,332
u03306,Romance,140
u03307,Romance,75
u03308,Accion,359
u03309,Comedia,437
u03310,Comedia,73
u03311,Comedia,75
u03312,Animacion,475
u03313,Romance,172
u03314,Terror,2
u03315,CienciaFiccion,196
u03316,CienciaFiccion,126
u03317,Terror,211
u03318,Romance,462
u03319,Accion,486
u03320,CienciaFiccion,83
u03321,Terror,63
u03322,Terror,377
u03323,Animacion,2
u03324,Comedia,338
u03325,Terror,300
u03326,CienciaFiccion,39
u03327,Drama,49
u03328,Romance,494
u03329,Documental,168
u03330,Romance,432
u03331,Comedia,86
u03332,Animacion,145
u03333,Drama,68
u03334,Terror,211
u03335,CienciaFiccion,235
u03336,CienciaFiccion,87
u03337,Animacion,222
u03338,Drama,333
u03339,Animacion,317
u03340,Animacion,39
u03341,Animacion,247
u03342,Drama,27
u03343,Drama,486
u03344,Animacion,242
u03345,CienciaFiccion,398
u03346,Drama,148
u03347,Accion,379
u03348,Drama,472
u03349,Animacion,143
u03350,Accion,74
u03351,CienciaFiccion,494
u03352,Terror,371
u03353,Animacion,334
u03354,Drama,489
u03355,Romance,210
u03356,Documental,498
u03357,Documental,335
u03358,Comedia,5
u03359,Romance,457
u03360,Accion,310
u03361,CienciaFiccion,386
u03362,Accion,426
u03363,Terror,26
u03364,Comedia,322
u03365,Comedia,271
u03366,Romance,198
u03367,Romance,429
u03368,Accion,463
u03369,Terror,370
u03370,CienciaFiccion,327
u03371,Romance,315
u03372,Animacion,240
u03373,Documental,16
u03374,Documental,260
u03375,Documental,101
u03376,Documental,150
u03377,Accion,378
u03378,Comedia,406
u03379,Documental,210
u03380,Comedia,47
u03381,Drama,172
u03382,CienciaFiccion,176
u03383,Terror,275
u03384,Drama,484
u03385,Drama,39
u03386,Terror,58
u03387,CienciaFiccion,358
u03388,Comedia,490
u03389,Drama,150
u03390,CienciaFiccion,423
u03391,Comedia,170
u03392,Comedia,342
u03393,Drama,488
u03394,Terror,62
u03395,Animacion,439
u03396,Animacion,216
u03397,Documental,105
u03398,Accion,69
u03399,Romance,13
u03400,Drama,470
u03401,Accion,425
u03402,Animacion,321
u03403,Accion,384
u03404,CienciaFiccion,226
u03405,Romance,448
u03406,Drama,311
u03407,Comedia,214
u03408,Terror,245
u03409,CienciaFiccion,319
u03410,Comedia,469
u03411,Accion,230
u03412,Romance,366
u03413,Documental,326
u03414,CienciaFiccion,282
u03415,Comedia,221
u03416,Terror,266
u03417,Documental,240
u03418,Accion,93
u03419,Animacion,168
u03420,CienciaFiccion,481
u03421,CienciaFiccion,465
u03422,Terror,296
u03423,Animacion,349
u03424,Terror,446
u03425,Romance,61
u03426,Terror,6
u03427,Accion,283
u03428,CienciaFiccion,54
u03429,Drama,373
u03430,Terror,330
u03431,Drama,391
u03432,CienciaFiccion,189
u03433,Accion,27
u03434,Terror,475
u03435,Drama,162
u03436,Documental,194
u03437,Documental,482
u03438,Comedia,408
u03439,Animacion,125
u03440,Accion,434
u03441,CienciaFiccion,69
u03442,Animacion,283
u03443,Romance,143
u03444,Drama,147
u03445,Terror,100
u03446,Romance,68
u03447,Comedia,247
u03448,CienciaFiccion,403
u03449,Documental,419
u03450,Accion,160
u03451,Documental,355
u03452,CienciaFiccion,162
u03453,Animacion,110
u03454,CienciaFiccion,85
u03455,Drama,77
u03456,Animacion,147
u03457,Accion,325
u03458,Romance,445
u03459,Accion,107
u03460,Drama,351
u03461,Romance,336
u03462,Terror,40
u03463,CienciaFiccion,428
u03464,Drama,123
u03465,Terror,293
u03466,Comedia,23
u03467,Animacion,155
u03468,Comedia,100
u03469,Accion,404
u03470,Accion,155
u03471,Drama,389
u03472,Animacion,343
u03473,Comedia,327
u03474,Animacion,236
u03475,Animacion,423
u03476,Drama,355
u03477,Terror,383
u03478,Accion,426
u03479,Comedia,21
u03480,Terror,367
u03481,Accion,91
u03482,Drama,333
u03483,Comedia,339
u03484,Terror,91
u03485,Documental,477
u03486,Accion,469
u03487,Documental,482
u03488,Comedia,85
u03489,Documental,359
u03490,Animacion,116
u03491,Drama,213
u03492,Documental,367
u03493,Comedia,150
u03494,Comedia,423
u03495,Documental,408
u03496,Comedia,269
u03497,Terror,391
u03498,Drama,233
u03499,Drama,19
u03500,Documental,72
u03501,Romance,474
u03502,Romance,167
u03503,Accion,29
u03504,Terror,380
u03505,Romance,411
u03506,Drama,449
u03507,Terror,362
u03508,Comedia,163
u03509,Accion,345
u03510,Documental,207
u03511,Terror,250
u03512,Documental,301
u03513,Terror,195
u03514,Drama,83
u03515,Drama,489
u03516,Drama,459
u03517,Romance,317
u03518,Animacion,282
u03519,Documental,345
u03520,Terror,212
u03521,Drama,334
u03522,Romance,224
u03523,Animacion,288
u03524,Documental,467
u03525,CienciaFiccion,448
u03526,Drama,447
u03527,Animacion,445
u03528,Animacion,29
u03529,Terror,1
u03530,Drama,206
u03531,Comedia,194
u03532,Accion,389
u03533,Drama,143
u03534,Romance,152
u03535,CienciaFiccion,343
u03536,Romance,436
u03537,Drama,432
u03538,Romance,411
u03539,Accion,204
u03540,Drama,44
u03541,Romance,185
u03542,Documental,290
u03543,Drama,210
u03544,Romance,183
u03545,Comedia,140
u03546,Accion,422
u03547,Documental,137
u03548,Terror,30
u03549,Terror,302
u03550,Drama,36
u03551,Terror,339
u03552,Documental,123
u03553,Documental,269
u03554,Drama,182
u03555,Documental,351
u03556,Drama,43
u03557,Drama,23
u03558,Animacion,282
u03559,Terror,58
u03560,Accion,2
u03561,Documental,15
u03562,Accion,90
u03563,Drama,244
u03564,Documental,355
u03565,Romance,397
u03566,Accion,323
u03567,Accion,277
u03568,Terror,174
u03569,CienciaFiccion,302
u03570,CienciaFiccion,25
u03571,Documental,359
u03572,Accion,202
u03573,CienciaFiccion,232
u03574,Terror,346
u03575,Animacion,332
u03576,CienciaFiccion,271
u03577,Comedia,29
u03578,CienciaFiccion,442
u03579,Terror,57
u03580,CienciaFiccion,168
u03581,Drama,105
u03582,Documental,120
u03583,Romance,284
u03584,Drama,129
u03585,Terror,10
u03586,Accion,73
u03587,Accion,133
u03588,Romance,63
u03589,Animacion,8
u03590,Romance,309
u03591,Animacion,457
u03592,Documental,410
u03593,Accion,334
u03594,Animacion,203
u03595,Accion,233
u03596,Drama,38
u03597,CienciaFiccion,336
u03598,Comedia,344
u03599,Romance,368
u03600,Accion,46
u03601,Documental,208
u03602,Animacion,115
u03603,Terror,361
u03604,Accion,31
u03605,Terror,412
u03606,Drama,134
u03607,Accion,300
u03608,Terror,200
u03609,Romance,242
u03610,Romance,172
u03611,Comedia,261
u03612,Drama,160
u03613,Accion,211
u03614,Romance,217
u03615,Animacion,330
u03616,Drama,293
u03617,Romance,439
u03618,Animacion,122
u03619,Animacion,151
u03620,Romance,477
u03621,Accion,305
u03622,Drama,109
u03623,Accion,404
u03624,Romance,344
u03625,Documental,281
u03626,Drama,71
u03627,Animacion,409
u03628,CienciaFiccion,182
u03629,CienciaFiccion,221
u03630,Documental,24
u03631,Romance,277
u03632,Drama,42
u03633,Accion,359
u03634,Terror,441
u03635,Terror,353
u03636,Accion,199
u03637,Documental,112
u03638,Terror,18
u03639,Documental,469
u03640,Accion,441
u03641,Animacion,49
u03642,Accion,277
u03643,Documental,236
u03644,Animacion,473
u03645,Documental,270
u03646,Documental,131
u03647,Documental,485
u03648,Comedia,11
u03649,Animacion,392
u03650,Comedia,460
u03651,Comedia,214
u03652,Animacion,1
u03653,Drama,490
u03654,Comedia,325
u03655,CienciaFiccion,326
u03656,Animacion,424
u03657,Accion,182
u03658,Comedia,150
u03659,Accion,415
u03660,Terror,449
u03661,Drama,164
u03662,Terror,116
u03663,Comedia,374
u03664,Documental,38
u03665,Terror,147
u03666,Comedia,169
u03667,Accion,206
u03668,Accion,97
u03669,Animacion,77
u03670,Terror,341
u03671,Romance,233
u03672,Romance,210
u03673,Comedia,53
u03674,Drama,135
u03675,Romance,247
u03676,Drama,177
u03677,CienciaFiccion,428
u03678,Romance,376
u03679,Terror,321
u03680,Terror,492
u03681,Drama,275
u03682,Animacion,155
u03683,Documental,409
u03684,Accion,90
u03685,Accion,373
u03686,Comedia,415
u03687,Terror,85
u03688,Comedia,36
u03689,Animacion,355
u03690,Animacion,259
u03691,CienciaFiccion,30
u03692,Documental,452
u03693,Terror,67
u03694,Accion,376
u03695,Drama,217
u03696,Documental,313
u03697,Terror,93
u03698,Comedia,60
u03699,Documental,26
u03700,Drama,59
u03701,Romance,143
u03702,Animacion,117
u03703,Accion,436
u03704,CienciaFiccion,173
u03705,Documental,331
u03706,Comedia,27
u03707,Documental,342
u03708,CienciaFiccion,94
u03709,Romance,431
u03710,Animacion,49
u03711,Romance,21
u03712,Terror,308
u03713,Romance,226
u03714,Accion,191
u03715,CienciaFiccion,283
u03716,Drama,310
u03717,Terror,96
u03718,Accion,424
u03719,Terror,437
u03720,Terror,332
u03721,CienciaFiccion,439
u03722,Drama,473
u03723,Documental,99
u03724,CienciaFiccion,211
u03725,Documental,299
u03726,Romance,274
u03727,Drama,14
u03728,Romance,489
u03729,Terror,195
u03730,Terror,388
u03731,Romance,101
u03732,CienciaFiccion,30
u03733,Documental,266
u03734,Documental,358
u03735,Terror,183
u03736,Drama,2
u03737,Comedia,159
u03738,Comedia,310
u03739,Romance,146
u03740,CienciaFiccion,146
u03741,Drama,170
u03742,Romance,107
u03743,CienciaFiccion,396
u03744,Accion,153
u03745,Comedia,188
u03746,Terror,82
u03747,Romance,371
u03748,Terror,68
u03749,Animacion,314
u03750,Romance,47
u03751,Terror,196
u03752,Drama,223
u03753,Animacion,43
u03754,Animacion,72
u03755,Accion,35
u03756,CienciaFiccion,321
u03757,Accion,123
u03758,Accion,429
u03759,Comedia,220
u03760,Romance,378
u03761,CienciaFiccion,3
u03762,Animacion,61
u03763,Drama,110
u03764,Animacion,343
u03765,Accion,333
u03766,Comedia,16
u03767,Documental,221
u03768,Accion,6
u03769,Comedia,43
u03770,Accion,295
u03771,Drama,321
u03772,Terror,1
u03773,Romance,197
u03774,Comedia,482
u03775,Drama,283
u03776,Romance,208
u03777,Terror,375
u03778,Animacion,433
u03779,Terror,363
u03780,Comedia,282
u03781,Comedia,371
u03782,Animacion,135
u03783,Drama,306
u03784,Terror,92
u03785,Documental,318
u03786,Accion,108
u03787,Accion,329
u03788,Romance,335
u03789,CienciaFiccion,324
u03790,Accion,411
u03791,Accion,490
u03792,Drama,360
u03793,Drama,463
u03794,CienciaFiccion,402
u03795,Documental,169
u03796,Documental,249
u03797,Terror,17
u03798,Comedia,86
u03799,Accion,201
u03800,CienciaFiccion,141
u03801,Comedia,401
u03802,Accion,35
u03803,CienciaFiccion,243
u03804,Terror,107
u03805,Comedia,209
u03806,Accion,89
u03807,Terror,93
u03808,Drama,303
u03809,Animacion,137
u03810,CienciaFiccion,220
u03811,CienciaFiccion,33
u03812,Comedia,20
u03813,Drama,200
u03814,Documental,379
u03815,Documental,268
u03816,Comedia,258
u03817,Terror,151
u03818,Romance,224
u03819,Romance,279
u03820,Comedia,353
u03821,Romance,334
u03822,Romance,346
u03823,Documental,390
u03824,Comedia,435
u03825,Terror,198
u03826,CienciaFiccion,138
u03827,Terror,74
u03828,Documental,499
u03829,Drama,265
u03830,Drama,85
u03831,Terror,310
u03832,Comedia,23
u03833,Terror,94
u03834,Drama,458
u03835,Romance,18
u03836,Drama,197
u03837,Accion,264
u03838,Terror,456
u03839,Documental,371
u03840,Animacion,450
u03841,Documental,121
u03842,Documental,445
u03843,Animacion,42
u03844,Terror,24
u03845,Documental,76
u03846,Terror,404
u03847,Documental,196
u03848,CienciaFiccion,119
u03849,Terror,495
u03850,Accion,120
u03851,Romance,171
u03852,Animacion,146
u03853,Documental,379
u03854,Comedia,100
u03855,Documental,29
u03856,Drama,349
u03857,Accion,393
u03858,Terror,73
u03859,Drama,290
u03860,Romance,431
u03861,Romance,133
u03862,Drama,6
u03863,Animacion,368
u03864,Documental,470
u03865,Accion,244
u03866,Romance,355
u03867,Comedia,135
u03868,CienciaFiccion,265
u03869,Animacion,406
u03870,CienciaFiccion,340
u03871,Romance,313
u03872,Accion,246
u03873,Terror,15
u03874,CienciaFiccion,8
u03875,Romance,113
u03876,Accion,378
u03877,Terror,432
u03878,Accion,267
u03879,Terror,305
u03880,Documental,102
u03881,Documental,416
